game_id,game_name
642,Street Fighter V: Champion Edition
213,Street Fighter X Tekken
213,Street Fighter X Tekken
484,Sudden Attack
484,Sudden Attack
778,Summoners War: Sky Arena
778,Summoners War: Sky Arena
596,Super Mario Party
596,Super Mario Party
809,Super People
809,Super People
330,Super Smash Bros.
330,Super Smash Bros.
205,Super Smash Bros. Brawl
205,Super Smash Bros. Brawl
374,Super Smash Bros. for Wii U
374,Super Smash Bros. for Wii U
204,Super Smash Bros. Melee
204,Super Smash Bros. Melee
558,Super Smash Bros. Ultimate
558,Super Smash Bros. Ultimate
166,Super Street Fighter II Turbo
166,Super Street Fighter II Turbo
207,Super Street Fighter II Turbo HD Remix
207,Super Street Fighter II Turbo HD Remix
230,Super Street Fighter IV
230,Super Street Fighter IV
208,Super Street Fighter IV Arcade Edition
208,Super Street Fighter IV Arcade Edition
823,SuperPlayer
823,SuperPlayer
400,Supreme Commander
400,Supreme Commander
397,Supreme Commander: Forged Alliance
397,Supreme Commander: Forged Alliance
764,Synth Riders
764,Synth Riders
210,Tatsunoko vs. Capcom: Ultimate All-Stars
210,Tatsunoko vs. Capcom: Ultimate All-Stars
210,Tatsunoko vs. Capcom: Ultimate All-Stars
335,Team Fortress 2
335,Team Fortress 2
592,Teamfight Tactics
592,Teamfight Tactics
585,Teenage Mutant Ninja Turtles: Tournament Fighters
585,Teenage Mutant Ninja Turtles: Tournament Fighters
609,Teeworlds
609,Teeworlds
185,Tekken 4
185,Tekken 4
186,Tekken 5
186,Tekken 5
187,Tekken 5: Dark Resurrection
187,Tekken 5: Dark Resurrection
189,Tekken 6
189,Tekken 6
406,Tekken 7
406,Tekken 7
856,Tekken 8
856,Tekken 8
188,Tekken Tag Tournament
188,Tekken Tag Tournament
251,Tekken Tag Tournament 2
251,Tekken Tag Tournament 2
833,Temtem
833,Temtem
627,TEPPEN
627,TEPPEN
654,Tetr.io
654,Tetr.io
628,Tetris
628,Tetris
724,Tetris Effect: Connected
724,Tetris Effect: Connected
428,Tetris Ultimate
428,Tetris Ultimate
753,The Binding of Isaac
753,The Binding of Isaac
703,The Division 2
703,The Division 2
491,The Elder Scrolls: Legends
491,The Elder Scrolls: Legends
866,The Finals
866,The Finals
676,The Last Blade 2
676,The Last Blade 2
790,The Unspoken
790,The Unspoken
616,Them's Fightin' Herds
616,Them's Fightin' Herds
867,Tibia
867,Tibia
729,Toribash
729,Toribash
848,Total Annihilation
848,Total Annihilation
730,Tough Love Arena
730,Tough Love Arena
666,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe
666,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe
801,Tower Tag
801,Tower Tag
474,TowerFall: Ascension
474,TowerFall: Ascension
655,Trackmania (2020)
655,Trackmania (2020)
359,TrackMania 2: Canyon
359,TrackMania 2: Canyon
272,TrackMania 2: Stadium
272,TrackMania 2: Stadium
658,Trackmania 2: Valley
658,Trackmania 2: Valley
233,TrackMania Nations
233,TrackMania Nations
172,TrackMania Nations Forever
172,TrackMania Nations Forever
657,Trackmania Turbo
657,Trackmania Turbo
660,Trackmania United
660,Trackmania United
336,Trackmania United Forever
336,Trackmania United Forever
395,Trials Fusion
395,Trials Fusion
370,Turbo Racing League
370,Turbo Racing League
692,Twinkle Star Sprites
692,Twinkle Star Sprites
249,Ultimate Marvel vs. Capcom 3
249,Ultimate Marvel vs. Capcom 3
249,Ultimate Marvel vs. Capcom 3
360,Ultimate Mortal Kombat 3
360,Ultimate Mortal Kombat 3
620,Ultra Fight Da! Kyanta 2
620,Ultra Fight Da! Kyanta 2
339,Ultra Street Fighter IV
339,Ultra Street Fighter IV
618,Umineko: Golden Fantasia
618,Umineko: Golden Fantasia
454,Uncharted 4: A Thief's End
454,Uncharted 4: A Thief's End
390,Under Night In-Birth EXE: Late
390,Under Night In-Birth EXE: Late
640,Under Night In-Birth EXE: Late[cl-r]
640,Under Night In-Birth EXE: Late[cl-r]
511,Under Night In-Birth EXE: Late[st]
511,Under Night In-Birth EXE: Late[st]
857,Under Night In-Birth II [Sys:Celes]
857,Under Night In-Birth II [Sys:Celes]
634,UNO
634,UNO
182,Unreal Tournament
182,Unreal Tournament
387,Unreal Tournament (2016)
387,Unreal Tournament (2016)
183,Unreal Tournament 2003
183,Unreal Tournament 2003
184,Unreal Tournament 2004
184,Unreal Tournament 2004
259,Unreal Tournament 3
259,Unreal Tournament 3
791,Vail VR
791,Vail VR
791,Vail VR
796,VAIL VR
796,VAIL VR
449,Vainglory
449,Vainglory
646,VALORANT
646,VALORANT
446,Vampire Savior
446,Vampire Savior
190,Virtua Fighter 4: Evolution
190,Virtua Fighter 4: Evolution
191,Virtua Fighter 5
191,Virtua Fighter 5
341,Virtua Fighter 5 Final Showdown
341,Virtua Fighter 5 Final Showdown
537,Virtua Fighter 5: Ultimate Showdown
537,Virtua Fighter 5: Ultimate Showdown
772,Void Racer
772,Void Racer
802,Walkabout Mini Golf
802,Walkabout Mini Golf
802,Walkabout Mini Golf
158,WarCraft III
158,WarCraft III
638,WarCraft III: Reforged
638,WarCraft III: Reforged
530,Warface
530,Warface
225,"Warhammer 40,000: Dawn of War"
225,"Warhammer 40,000: Dawn of War"
402,"Warhammer 40,000: Dawn of War II"
402,"Warhammer 40,000: Dawn of War II"
590,Warparty
590,Warparty
379,Warsow
379,Warsow
587,Windjammers
587,Windjammers
777,Windjammers 2
777,Windjammers 2
575,Wise Star 2
575,Wise Star 2
496,Wolfenstein: Enemy Territory
496,Wolfenstein: Enemy Territory
347,World in Conflict
347,World in Conflict
345,World of Tanks
345,World of Tanks
517,World of Tanks Blitz
517,World of Tanks Blitz
165,World of WarCraft
165,World of WarCraft
811,WRC 10 FIA World Rally Championship
811,WRC 10 FIA World Rally Championship
623,WWE 2K20
623,WWE 2K20
376,Xonotic
376,Xonotic
376,Xonotic
520,Yu-Gi-Oh! Duel Links
520,Yu-Gi-Oh! Duel Links
520,Yu-Gi-Oh! Duel Links
865,ZeroSpace
865,ZeroSpace
865,ZeroSpace
786,Zombieland VR: Headshot Fever
786,Zombieland VR: Headshot Fever
535,Zula
535,Zula
714,Zwift
714,Zwift
